hour,lat,long,signal,network,operator,status,description,speed,satellites,precision,provider,activity,postal_code
03:13:42,40.99208,-31.73465,7,Tuenti,Tuenti,0,STATE_IN_SERVICE,126.9,10,49.3,gps,STILL,245160
03:13:43,4.06293,-32.37969,3,VIVO,Orange,0,STATE_IN_SERVICE,69.4,8.5,52.5,gps,STILL,245177
03:13:44,41.57171,-32.67206,14,yoigo,simyo,0,STATE_IN_SERVICE,86.6,13.7,40.8,gps,TILTING,245186
03:13:45,9.63043,-9.40915,4,simyo,GETESA,0,STATE_IN_SERVICE,44.2,9.8,85.9,fused,STILL,245241
03:13:46,14.8893,-15.77605,3,Tuenti,Orange,0,STATE_IN_SERVICE,57.7,8.4,125.2,gps,IN_VEHICLE,245248
03:13:47,28.07781,-2.75657,9,orange,Movistar,0,STATE_IN_SERVICE,88.5,13.5,70.5,fused,STILL,245250
03:13:48,31.63714,-31.7055,1,VIVO,Movistar,0,STATE_IN_SERVICE,131.5,12.7,31.5,fused,STILL,245257
03:13:49,9.80925,1.96576,7,GETESA,Eroski Movil,0,STATE_IN_SERVICE,45.7,14.6,16.2,fused,ON_BICYCLE,245270
03:13:50,8.47305,-18.80801,18,Eroski Movil,YOIGO,0,STATE_IN_SERVICE,145.1,13.7,71.2,gps,ON_BICYCLE,245279
03:13:51,14.46184,-6.10779,12,DTAC,Eroski Movil,0,STATE_IN_SERVICE,87.4,2.6,132,gps,UNKNOWN,245281
03:13:52,16.02397,-27.27569,28,DTAC,Eroski Movil,0,STATE_IN_SERVICE,20.1,13.3,42.5,fused,ON_FOOT,245290
03:13:53,15.72888,-23.89248,10,DTAC,simyo,0,STATE_IN_SERVICE,119.6,10.1,18.4,fused,ON_BICYCLE,245323
03:13:54,9.85247,-31.36159,28,Eroski Movil,Orange,0,STATE_IN_SERVICE,27.2,10.8,103.8,gps,TILTING,245331
03:13:55,41.8323,-22.58918,17,DTAC,Tuenti,0,STATE_IN_SERVICE,108.4,1,103.8,fused,ON_FOOT,245336
03:13:56,34.92288,-21.83775,29,yoigo,Tuenti,0,STATE_IN_SERVICE,61.1,11.1,139.5,fused,STILL,245340
03:13:57,42.20083,-23.66006,30,Eroski Movil,Movistar,0,STATE_IN_SERVICE,42.7,0.8,99.2,gps,STILL,245371
03:13:58,7.14631,-1.54123,5,Eroski Movil,VIVO,0,STATE_IN_SERVICE,42.3,1.2,24.7,gps,ON_BICYCLE,245402
03:13:59,6.02312,-3.72001,25,vodafone,simyo,0,STATE_IN_SERVICE,101.3,1.7,87.8,gps,UNKNOWN,245442
03:14:00,24.43898,-31.958,27,GETESA,Orange,0,STATE_IN_SERVICE,78.5,8.4,52.2,gps,STILL,245456
03:14:01,27.57872,-21.10835,11,vodafone,DTAC,0,STATE_IN_SERVICE,112.3,4.2,111.4,fused,IN_VEHICLE,245485
03:14:02,28.40628,-23.99319,15,orange,VIVO,0,STATE_IN_SERVICE,86.8,3.2,63.3,gps,STILL,245497
03:14:03,6.73028,-0.64613,27,Eroski Movil,RACC,0,STATE_IN_SERVICE,42.4,9.1,47.2,gps,ON_BICYCLE,245522
03:14:04,36.75183,-13.12508,9,simyo,RACC,0,STATE_IN_SERVICE,148.6,13.1,122.3,fused,UNKNOWN,245530
03:14:05,22.58854,-2.17569,17,simyo,GETESA,0,STATE_IN_SERVICE,102,6.1,113.5,fused,IN_VEHICLE,245555
03:14:06,17.72556,-20.27339,6,GETESA,Eroski Movil,0,STATE_IN_SERVICE,119.5,0.4,74.9,fused,IN_VEHICLE,245557
03:14:07,23.17752,-12.49202,8,VIVO,DTAC,0,STATE_IN_SERVICE,76.5,7.7,138.3,gps,ON_FOOT,245569
03:14:08,4.61841,-30.73031,3,movistar,Orange,0,STATE_IN_SERVICE,62.4,7,103.3,gps,ON_BICYCLE,245580
03:14:09,11.60306,-31.55932,26,movistar,Movistar,0,STATE_IN_SERVICE,80.4,14,99.6,gps,ON_FOOT,245591
03:14:10,42.9396,-12.70928,8,DTAC,VIVO,0,STATE_IN_SERVICE,106.7,7.2,77.9,fused,TILTING,245592
03:14:11,25.10237,-14.57316,30,vodafone,GETESA,0,STATE_IN_SERVICE,26.2,1,137.8,fused,IN_VEHICLE,245604
03:14:12,6.14164,-2.04896,1,movistar,GETESA,0,STATE_IN_SERVICE,62.1,11.6,127.2,fused,TILTING,245606
03:14:13,14.71342,-9.9002,0,orange,GETESA,0,STATE_IN_SERVICE,101.2,7.8,43.6,fused,ON_BICYCLE,245650
03:14:14,10.39099,-27.91424,12,RACC,JAZZTEL,0,STATE_IN_SERVICE,147.4,2.8,74.1,gps,IN_VEHICLE,245656
03:14:15,39.98802,-16.20688,10,movistar,YOIGO,0,STATE_IN_SERVICE,136.3,7,56.9,gps,ON_FOOT,245668
03:14:16,35.24842,-34.39459,7,Eroski Movil,DTAC,0,STATE_IN_SERVICE,41.2,13.4,124.2,fused,IN_VEHICLE,245674
03:14:17,24.87614,-11.10898,9,GETESA,GETESA,0,STATE_IN_SERVICE,146,9.7,47.4,fused,UNKNOWN,245712
03:14:18,41.07127,-31.34726,28,vodafone,vodafone ES,0,STATE_IN_SERVICE,39.3,12.7,62.2,gps,TILTING,245720
03:14:19,17.91478,-20.21437,17,RACC,Movistar,0,STATE_IN_SERVICE,103.5,13,119.4,fused,TILTING,245723
03:14:20,37.59871,-34.53678,12,vodafone,Tuenti,0,STATE_IN_SERVICE,91.4,2.6,90.4,fused,ON_BICYCLE,245771
03:14:21,21.70168,-10.6653,27,Tuenti,Movistar,0,STATE_IN_SERVICE,13.1,1.4,42,gps,TILTING,245781
03:14:22,36.94528,-10.0056,25,Eroski Movil,Eroski Movil,0,STATE_IN_SERVICE,59.6,13.1,33.9,gps,IN_VEHICLE,245860
03:14:23,39.02753,-30.44513,0,vodafone,RACC,0,STATE_IN_SERVICE,15,10.4,9.3,gps,ON_BICYCLE,245861
03:14:24,21.51858,-29.33554,13,Eroski Movil,RACC,0,STATE_IN_SERVICE,130.2,14.6,34.7,fused,TILTING,245874
03:14:25,10.12006,-23.74546,15,simyo,Movistar,0,STATE_IN_SERVICE,44.2,4.5,14.7,gps,ON_BICYCLE,245887
03:14:26,10.69495,1.81833,17,VIVO,VIVO,0,STATE_IN_SERVICE,54.6,7.2,82,fused,IN_VEHICLE,245922
03:14:27,14.55452,-2.30638,26,vodafone,YOIGO,0,STATE_IN_SERVICE,65.8,14.6,50,gps,ON_FOOT,245949
03:14:28,11.91765,-18.39209,24,VIVO,Eroski Movil,0,STATE_IN_SERVICE,2.7,9.3,67.4,gps,UNKNOWN,245954
03:14:29,18.53015,-5.34977,19,Tuenti,Eroski Movil,0,STATE_IN_SERVICE,136.9,1.5,81.6,fused,IN_VEHICLE,245962
03:14:30,23.26725,-35.84596,15,Eroski Movil,Tuenti,0,STATE_IN_SERVICE,37.2,5.2,147.1,gps,ON_BICYCLE,245997
03:14:31,6.48454,-31.57067,13,GETESA,VIVO,0,STATE_IN_SERVICE,84.7,14.5,104.3,gps,STILL,246049
03:14:32,39.38573,-8.31856,14,yoigo,simyo,0,STATE_IN_SERVICE,135.5,12.8,94.9,gps,ON_BICYCLE,246052
03:14:33,3.09727,-1.96962,3,Tuenti,YOIGO,0,STATE_IN_SERVICE,116.6,4.6,113.4,fused,STILL,246078
03:14:34,8.53161,-31.63218,3,yoigo,Eroski Movil,0,STATE_IN_SERVICE,60.9,2.4,24.6,gps,UNKNOWN,246081
03:14:35,3.33641,-6.21173,15,DTAC,GETESA,0,STATE_IN_SERVICE,149.5,3.8,96.6,fused,IN_VEHICLE,246095
03:14:36,42.46113,-33.74715,19,simyo,DTAC,0,STATE_IN_SERVICE,112.9,6.4,59.4,fused,IN_VEHICLE,246158
03:14:37,19.42601,-22.75434,15,GETESA,simyo,0,STATE_IN_SERVICE,43.2,5,135.6,gps,IN_VEHICLE,246167
03:14:38,10.84103,-6.85187,25,RACC,simyo,0,STATE_IN_SERVICE,53.8,3.1,23.9,gps,IN_VEHICLE,246173
03:14:39,7.74686,-17.81836,1,vodafone,simyo,0,STATE_IN_SERVICE,119.7,14.1,12.6,gps,ON_BICYCLE,246216
03:14:40,17.81648,-7.70106,25,RACC,vodafone ES,0,STATE_IN_SERVICE,2.4,7.7,84.9,gps,IN_VEHICLE,246240
03:14:41,42.03596,-25.22366,26,orange,RACC,0,STATE_IN_SERVICE,147.6,6,22.4,fused,IN_VEHICLE,246255
03:14:42,24.94901,-10.5794,2,simyo,Eroski Movil,0,STATE_IN_SERVICE,70.9,11,87.5,gps,UNKNOWN,246259
03:14:43,17.1687,-5.99991,3,VIVO,RACC,0,STATE_IN_SERVICE,21.6,0.6,9.6,gps,IN_VEHICLE,246324
03:14:44,17.58163,-28.44952,13,yoigo,GETESA,0,STATE_IN_SERVICE,145.4,11.8,53.3,fused,ON_FOOT,246325
03:14:45,7.69346,-28.9294,28,DTAC,simyo,0,STATE_IN_SERVICE,46.9,6.7,73.5,fused,ON_BICYCLE,246326
03:14:46,23.68029,-34.28956,9,vodafone,Movistar,0,STATE_IN_SERVICE,89.7,4.3,44.9,gps,IN_VEHICLE,246334
03:14:47,19.96769,-21.47733,19,orange,VIVO,0,STATE_IN_SERVICE,112.3,7.7,63.4,gps,STILL,246335
03:14:48,32.15405,-35.46908,28,yoigo,vodafone ES,0,STATE_IN_SERVICE,4.9,8.3,77.8,gps,UNKNOWN,246378
03:14:49,10.67791,-15.96077,17,RACC,simyo,0,STATE_IN_SERVICE,27.5,8.6,57.5,gps,TILTING,246388
03:14:50,8.4935,-25.45658,28,DTAC,GETESA,0,STATE_IN_SERVICE,12.7,4.4,51.5,gps,IN_VEHICLE,246397
03:14:51,26.25843,1.58413,27,RACC,JAZZTEL,0,STATE_IN_SERVICE,37.8,2.6,114.8,gps,ON_BICYCLE,246432
03:14:52,32.6803,-2.86755,5,VIVO,simyo,0,STATE_IN_SERVICE,7.7,7.8,122.3,gps,ON_BICYCLE,246433
03:14:53,22.90001,-15.11342,18,simyo,Tuenti,0,STATE_IN_SERVICE,41.6,4.7,109,gps,ON_BICYCLE,246501
03:14:54,34.60132,-1.83332,26,DTAC,Orange,0,STATE_IN_SERVICE,14.1,12.2,14,fused,UNKNOWN,246505
03:14:55,36.64346,0.58589,21,yoigo,Eroski Movil,0,STATE_IN_SERVICE,112.1,0.6,88.5,fused,IN_VEHICLE,246533
03:14:56,39.66519,-13.19372,13,VIVO,Eroski Movil,0,STATE_IN_SERVICE,29.8,10.9,46.8,gps,UNKNOWN,246545
03:14:57,18.12716,-22.40098,8,movistar,DTAC,0,STATE_IN_SERVICE,47.6,8.5,80.1,fused,IN_VEHICLE,246577
03:14:58,39.17381,-2.45535,27,DTAC,RACC,0,STATE_IN_SERVICE,112.5,12.9,34.3,fused,ON_FOOT,246578
03:14:59,31.36216,-25.86797,14,yoigo,Eroski Movil,0,STATE_IN_SERVICE,24.3,14.5,59.8,gps,STILL,246624
03:15:00,27.9965,-23.53322,2,orange,Movistar,0,STATE_IN_SERVICE,13,14.1,41.4,gps,TILTING,246649
03:15:01,25.15097,-11.30246,15,vodafone,YOIGO,0,STATE_IN_SERVICE,45.3,13.5,68.8,fused,STILL,246675
03:15:02,3.78879,-34.75103,15,DTAC,Eroski Movil,0,STATE_IN_SERVICE,40.6,2.5,95.4,fused,ON_BICYCLE,246695
03:15:03,25.41322,-31.54097,27,GETESA,Eroski Movil,0,STATE_IN_SERVICE,71.2,9.9,60.9,gps,UNKNOWN,246696
03:15:04,34.15965,-14.92612,2,yoigo,Tuenti,0,STATE_IN_SERVICE,113.3,10.8,74.9,fused,ON_FOOT,246717
03:15:05,42.5347,-30.71235,4,orange,GETESA,0,STATE_IN_SERVICE,80.8,12.8,108.9,fused,ON_FOOT,246745
03:15:06,20.32459,-3.4623,3,orange,vodafone ES,0,STATE_IN_SERVICE,122.9,10.2,59.4,gps,IN_VEHICLE,246758
03:15:07,42.60631,-2.79363,6,vodafone,Eroski Movil,0,STATE_IN_SERVICE,125.1,3,9,fused,ON_BICYCLE,246764
03:15:08,9.84355,-16.51095,15,yoigo,VIVO,0,STATE_IN_SERVICE,55.7,5.5,130.2,fused,TILTING,246777
03:15:09,41.328,-32.48876,20,GETESA,Eroski Movil,0,STATE_IN_SERVICE,84.4,10.1,65.7,gps,ON_BICYCLE,246802
03:15:10,26.5862,-25.35594,27,RACC,RACC,0,STATE_IN_SERVICE,146.1,8.3,106.4,gps,UNKNOWN,246812
03:15:11,29.50278,-13.81679,2,yoigo,vodafone ES,0,STATE_IN_SERVICE,31.7,0.8,93.9,fused,ON_FOOT,246850
03:15:12,25.94721,-33.91006,3,VIVO,VIVO,0,STATE_IN_SERVICE,96.7,7.4,142.9,fused,TILTING,246851
03:15:13,42.31386,-22.54208,25,VIVO,simyo,0,STATE_IN_SERVICE,9.9,8.1,135.8,gps,IN_VEHICLE,246931
03:15:14,4.77189,-29.21011,30,yoigo,YOIGO,0,STATE_IN_SERVICE,125.8,6.1,148.3,fused,STILL,247026
03:15:15,19.4186,-14.10325,5,DTAC,Movistar,0,STATE_IN_SERVICE,94.6,12.5,113.8,fused,IN_VEHICLE,247033
03:15:16,38.00929,-2.86139,11,vodafone,DTAC,0,STATE_IN_SERVICE,32.9,6.7,85.6,gps,UNKNOWN,247048
03:15:17,9.68371,-1.84459,12,simyo,Orange,0,STATE_IN_SERVICE,116.4,14.2,26.4,fused,UNKNOWN,247050
03:15:18,25.78376,-32.28695,12,DTAC,Movistar,0,STATE_IN_SERVICE,119,0.6,41.3,gps,ON_FOOT,247084
03:15:19,23.94311,-32.40244,0,VIVO,Orange,0,STATE_IN_SERVICE,14.9,2.1,87.4,fused,ON_FOOT,247088
03:15:20,35.2972,-8.41707,2,simyo,JAZZTEL,0,STATE_IN_SERVICE,108.5,9.1,126.1,gps,ON_BICYCLE,247135
03:15:21,39.73012,-35.76506,30,RACC,RACC,0,STATE_IN_SERVICE,139.6,6.9,95.7,fused,ON_FOOT,247140
03:15:22,13.3534,-17.11052,21,DTAC,Tuenti,0,STATE_IN_SERVICE,55.8,14.4,28.2,gps,STILL,247161
03:15:23,30.72576,-10.9207,28,DTAC,GETESA,0,STATE_IN_SERVICE,97.7,8.8,80.7,fused,ON_BICYCLE,247181
03:15:24,24.90752,-21.23391,19,movistar,RACC,0,STATE_IN_SERVICE,52,5.9,97.6,fused,ON_FOOT,247182
03:15:25,29.51145,-19.78283,26,Tuenti,vodafone ES,0,STATE_IN_SERVICE,92.2,4.1,111.9,gps,STILL,247207
03:15:26,11.01511,-19.2799,17,DTAC,GETESA,0,STATE_IN_SERVICE,116.8,7.2,148.6,gps,ON_BICYCLE,247232
03:15:27,13.90694,-24.75516,29,vodafone,DTAC,0,STATE_IN_SERVICE,45.7,13.4,67.6,fused,IN_VEHICLE,247288
03:15:28,24.99386,-20.01394,9,RACC,GETESA,0,STATE_IN_SERVICE,1,5,75.8,fused,IN_VEHICLE,247322
03:15:29,3.11782,-5.4757,20,Eroski Movil,Orange,0,STATE_IN_SERVICE,2.8,5.7,65.8,gps,ON_BICYCLE,247324
03:15:30,31.65701,-4.23031,13,Eroski Movil,simyo,0,STATE_IN_SERVICE,120.7,5.9,89.7,fused,ON_FOOT,247326
03:15:31,9.46273,-13.27449,27,yoigo,VIVO,0,STATE_IN_SERVICE,36.8,12.9,108.8,fused,TILTING,247344
03:15:32,40.25207,-24.45557,22,GETESA,simyo,0,STATE_IN_SERVICE,86.5,10,69.5,gps,UNKNOWN,247350
03:15:33,37.42429,-20.58969,28,vodafone,Orange,0,STATE_IN_SERVICE,60.1,14.7,58.5,gps,TILTING,247365
03:15:34,27.93405,-9.26448,13,orange,simyo,0,STATE_IN_SERVICE,30.5,5.7,149.9,gps,UNKNOWN,247374
03:15:35,38.64231,-17.98744,10,GETESA,RACC,0,STATE_IN_SERVICE,106.8,8.2,54,gps,TILTING,247412
03:15:36,42.4898,-31.36089,12,RACC,DTAC,0,STATE_IN_SERVICE,39.6,9.5,44,gps,TILTING,247423
03:15:37,33.99826,-10.74288,11,VIVO,Tuenti,0,STATE_IN_SERVICE,15.4,14.2,96.6,gps,UNKNOWN,247468
03:15:38,28.0653,-32.4488,6,VIVO,vodafone ES,0,STATE_IN_SERVICE,135.2,2.2,93.9,fused,ON_BICYCLE,247479
03:15:39,20.97127,1.52124,26,movistar,RACC,0,STATE_IN_SERVICE,40.6,4.4,148.8,fused,ON_BICYCLE,247512
03:15:40,35.54249,-23.81449,25,Eroski Movil,JAZZTEL,0,STATE_IN_SERVICE,51,8.6,142.6,gps,STILL,247524
03:15:41,31.17743,-29.98427,27,simyo,DTAC,0,STATE_IN_SERVICE,71.2,9.6,15.2,fused,ON_FOOT,247528
03:15:42,21.9056,-13.35464,20,DTAC,vodafone ES,0,STATE_IN_SERVICE,65.2,10.6,106.5,gps,ON_BICYCLE,247536
03:15:43,23.00139,-7.28493,21,vodafone,VIVO,0,STATE_IN_SERVICE,149.7,5.6,62.2,fused,ON_FOOT,247540
03:15:44,12.15744,-8.69803,12,Tuenti,GETESA,0,STATE_IN_SERVICE,92,8.6,46.7,gps,STILL,247545
03:15:45,34.5436,-25.83496,16,RACC,vodafone ES,0,STATE_IN_SERVICE,122.7,10.4,10,fused,IN_VEHICLE,247567
03:15:46,38.13323,-15.47282,2,Eroski Movil,vodafone ES,0,STATE_IN_SERVICE,21,4.4,60,gps,TILTING,247573
03:15:47,3.65934,-9.70223,14,simyo,simyo,0,STATE_IN_SERVICE,63.4,12.4,93.2,fused,UNKNOWN,247578
03:15:48,7.47596,-5.05927,29,GETESA,JAZZTEL,0,STATE_IN_SERVICE,143.3,10.3,39.4,gps,UNKNOWN,247597
03:15:49,42.64943,-17.59914,1,simyo,JAZZTEL,0,STATE_IN_SERVICE,28.6,6.4,18.8,fused,ON_BICYCLE,247612
03:15:50,10.1243,-35.69747,25,VIVO,Eroski Movil,0,STATE_IN_SERVICE,109.8,0.4,97.7,fused,ON_FOOT,247624
03:15:51,32.46114,-19.94645,30,yoigo,VIVO,0,STATE_IN_SERVICE,71.4,7.6,102.6,fused,STILL,247627
03:15:52,22.23371,-12.64509,20,simyo,Movistar,0,STATE_IN_SERVICE,123.4,5.8,130.9,gps,IN_VEHICLE,247643
03:15:53,23.85405,-30.64948,2,yoigo,RACC,0,STATE_IN_SERVICE,62.4,12,143,fused,ON_FOOT,247644
03:15:54,7.3351,-0.81866,13,simyo,JAZZTEL,0,STATE_IN_SERVICE,122.1,4.3,145.4,gps,IN_VEHICLE,247659
03:15:55,8.51391,-29.20979,10,DTAC,simyo,0,STATE_IN_SERVICE,78.5,10.7,108.8,fused,ON_BICYCLE,247665
03:15:56,26.11642,-30.20369,11,simyo,Orange,0,STATE_IN_SERVICE,70,11,92.4,gps,ON_BICYCLE,247688
03:15:57,18.10519,-35.95745,0,RACC,VIVO,0,STATE_IN_SERVICE,63.8,10.1,110.7,gps,STILL,247693
03:15:58,34.89848,-26.50068,18,GETESA,vodafone ES,0,STATE_IN_SERVICE,120.7,4.9,11.9,gps,IN_VEHICLE,247706
03:15:59,41.87912,-4.23339,11,vodafone,RACC,0,STATE_IN_SERVICE,88.4,8.7,48.6,gps,ON_BICYCLE,247720
03:16:00,35.49267,-8.6629,25,yoigo,RACC,0,STATE_IN_SERVICE,0.9,6.2,67.6,fused,UNKNOWN,247733
03:16:01,19.23664,-30.29519,20,vodafone,Eroski Movil,0,STATE_IN_SERVICE,77.2,13.5,44.4,gps,ON_FOOT,247771
03:16:02,22.28722,-0.52472,1,RACC,YOIGO,0,STATE_IN_SERVICE,75.3,9.7,26.9,gps,UNKNOWN,247777
03:16:03,9.26752,-11.68274,0,Tuenti,RACC,0,STATE_IN_SERVICE,103.6,12.1,143.7,gps,TILTING,247791
03:16:04,30.82767,-16.76543,18,simyo,Eroski Movil,0,STATE_IN_SERVICE,97.8,0.3,141.1,gps,UNKNOWN,247823
03:16:05,20.89434,-31.23406,6,DTAC,VIVO,0,STATE_IN_SERVICE,123.3,1.4,30.8,fused,TILTING,247827
03:16:06,37.29535,-2.20245,12,RACC,vodafone ES,0,STATE_IN_SERVICE,22.4,10.3,81.8,fused,UNKNOWN,247836
03:16:07,29.08119,-13.1807,5,vodafone,YOIGO,0,STATE_IN_SERVICE,59.2,9.5,81.8,fused,IN_VEHICLE,247846
03:16:08,9.82173,-30.77218,27,GETESA,simyo,0,STATE_IN_SERVICE,140.4,8.6,147.6,gps,IN_VEHICLE,247847
03:16:09,19.43932,-17.67249,19,Tuenti,RACC,0,STATE_IN_SERVICE,5,9.4,58,gps,TILTING,247849
03:16:10,30.07796,-34.59149,4,Tuenti,simyo,0,STATE_IN_SERVICE,65.3,4.2,116.5,fused,ON_FOOT,247855
03:16:11,37.31689,-33.10415,4,vodafone,Eroski Movil,0,STATE_IN_SERVICE,149,9.7,128.2,gps,IN_VEHICLE,247881
03:16:12,17.03226,-28.92587,20,Tuenti,Movistar,0,STATE_IN_SERVICE,83.6,13.9,13.6,fused,ON_BICYCLE,247901
03:16:13,29.77977,-19.80742,13,movistar,Eroski Movil,0,STATE_IN_SERVICE,133.9,3.7,126.8,gps,UNKNOWN,247907
03:16:14,9.94371,-4.92268,17,vodafone,Movistar,0,STATE_IN_SERVICE,10.6,7.4,123.8,fused,UNKNOWN,247936
03:16:15,39.18851,-10.48604,0,orange,simyo,0,STATE_IN_SERVICE,50,12.5,138.9,gps,ON_FOOT,247971
03:16:16,26.00679,-9.99125,1,Eroski Movil,DTAC,0,STATE_IN_SERVICE,137.4,2.3,33.4,fused,TILTING,247982
03:16:17,33.74401,-33.1216,8,GETESA,Tuenti,0,STATE_IN_SERVICE,18,0.1,110.6,fused,IN_VEHICLE,247996
03:16:18,18.87406,-28.447,25,simyo,RACC,0,STATE_IN_SERVICE,126.4,0.8,9,fused,ON_FOOT,248001
03:16:19,40.62165,-19.13622,6,orange,DTAC,0,STATE_IN_SERVICE,66.3,11.1,95.5,gps,UNKNOWN,248041
03:16:20,31.80427,-0.3429,26,Eroski Movil,RACC,0,STATE_IN_SERVICE,32.8,0,54.8,gps,UNKNOWN,248068
03:16:21,9.1463,-12.1708,29,orange,VIVO,0,STATE_IN_SERVICE,6,13.3,29.9,fused,TILTING,248071
03:16:22,25.00742,-28.02035,10,simyo,Movistar,0,STATE_IN_SERVICE,45.4,0.9,8.2,fused,IN_VEHICLE,248084
03:16:23,13.87008,-35.78423,24,Tuenti,YOIGO,0,STATE_IN_SERVICE,17.4,9.3,77.5,gps,UNKNOWN,248140
03:16:24,36.33438,-33.52876,20,movistar,JAZZTEL,0,STATE_IN_SERVICE,82.2,2.9,45.1,gps,ON_FOOT,248151
03:16:25,34.31298,-29.29363,30,orange,JAZZTEL,0,STATE_IN_SERVICE,136,13.4,143.4,gps,ON_BICYCLE,248185
03:16:26,22.78181,-12.09602,22,RACC,Eroski Movil,0,STATE_IN_SERVICE,142.7,3.9,42.8,gps,ON_BICYCLE,248215
03:16:27,15.07706,-30.53636,1,Tuenti,Tuenti,0,STATE_IN_SERVICE,0.3,0.9,29.3,fused,STILL,248246
03:16:28,37.10748,-34.41649,29,orange,Tuenti,0,STATE_IN_SERVICE,146.3,9.4,71.2,gps,IN_VEHICLE,248248
03:16:29,37.01937,-14.16107,25,RACC,Movistar,0,STATE_IN_SERVICE,94.1,3.6,89.2,gps,TILTING,248261
03:16:30,23.20944,-29.25438,0,Tuenti,DTAC,0,STATE_IN_SERVICE,43.8,11.1,21.7,fused,ON_FOOT,248271
03:16:31,31.69028,-27.49271,19,Eroski Movil,DTAC,0,STATE_IN_SERVICE,139.1,3,120.3,fused,ON_FOOT,248287
03:16:32,14.42003,0.69877,25,simyo,simyo,0,STATE_IN_SERVICE,25.7,8.5,97.1,gps,ON_BICYCLE,248304
03:16:33,16.954,-5.06336,15,VIVO,YOIGO,0,STATE_IN_SERVICE,36,5.1,88.4,fused,ON_FOOT,248335
03:16:34,40.76224,-4.26353,22,vodafone,YOIGO,0,STATE_IN_SERVICE,77.3,11.7,135.3,gps,TILTING,248345
03:16:35,32.45107,-34.79392,16,yoigo,Tuenti,0,STATE_IN_SERVICE,120.7,7.1,46.3,gps,ON_FOOT,248356
03:16:36,5.88482,0.88482,12,simyo,simyo,0,STATE_IN_SERVICE,0.6,2.9,124.8,gps,TILTING,248380
03:16:37,21.30934,-17.71706,23,RACC,vodafone ES,0,STATE_IN_SERVICE,67.9,8.9,19.4,fused,ON_FOOT,248386
03:16:38,18.8298,-32.68038,26,Eroski Movil,DTAC,0,STATE_IN_SERVICE,110.9,5.1,143.1,gps,IN_VEHICLE,248388
03:16:39,12.23957,-24.04214,18,Eroski Movil,Tuenti,0,STATE_IN_SERVICE,43,11,17.4,gps,IN_VEHICLE,248419
03:16:40,42.79767,-32.13096,5,yoigo,Eroski Movil,0,STATE_IN_SERVICE,73.1,11.1,133.2,fused,ON_FOOT,248432
03:16:41,8.43164,-23.55948,8,RACC,YOIGO,0,STATE_IN_SERVICE,97.7,10.2,93.7,fused,IN_VEHICLE,248466
03:16:42,15.57068,-31.1496,18,vodafone,DTAC,0,STATE_IN_SERVICE,94.1,11,135.6,gps,STILL,248483
03:16:43,36.94874,-26.49759,18,RACC,VIVO,0,STATE_IN_SERVICE,112.6,12,147.2,fused,UNKNOWN,248514
03:16:44,8.29099,-33.42877,10,Tuenti,Eroski Movil,0,STATE_IN_SERVICE,70.4,10.5,109.3,fused,TILTING,248515
03:16:45,18.04556,-26.2615,28,yoigo,Tuenti,0,STATE_IN_SERVICE,43.1,13.1,25.5,fused,ON_BICYCLE,248517
03:16:46,28.3677,-23.0532,4,simyo,JAZZTEL,0,STATE_IN_SERVICE,76.2,11.9,118.7,fused,STILL,248533
03:16:47,16.47583,-1.2603,19,Tuenti,Eroski Movil,0,STATE_IN_SERVICE,56.4,3.4,33.3,fused,IN_VEHICLE,248551
03:16:48,19.35283,-28.81381,9,Eroski Movil,YOIGO,0,STATE_IN_SERVICE,32.4,1.5,148.4,fused,ON_BICYCLE,248560
03:16:49,25.00454,-4.5366,7,orange,GETESA,0,STATE_IN_SERVICE,64.9,10,94.1,fused,UNKNOWN,248567
03:16:50,41.10748,-4.92695,8,movistar,GETESA,0,STATE_IN_SERVICE,125.4,11.7,120.7,fused,ON_BICYCLE,248569
03:16:51,37.83628,-14.67935,2,orange,JAZZTEL,0,STATE_IN_SERVICE,24,11.9,111.6,fused,UNKNOWN,248599
03:16:52,7.47852,-19.37064,19,simyo,VIVO,0,STATE_IN_SERVICE,105.5,14.1,100.2,fused,UNKNOWN,248600
03:16:53,25.77718,-20.76432,0,Tuenti,YOIGO,0,STATE_IN_SERVICE,128.1,6.9,97.7,gps,ON_FOOT,248607
03:16:54,29.13187,-1.40362,0,movistar,Tuenti,0,STATE_IN_SERVICE,88.9,14.4,7.4,gps,ON_FOOT,248623
03:16:55,16.03047,0.2441,5,movistar,VIVO,0,STATE_IN_SERVICE,145.4,6.5,80.9,gps,TILTING,248625
03:16:56,13.56788,-9.35901,0,orange,Movistar,0,STATE_IN_SERVICE,11.5,3.7,104.4,fused,ON_FOOT,248629
03:16:57,26.90933,-3.17709,13,yoigo,Orange,0,STATE_IN_SERVICE,129.4,11.6,133.1,gps,UNKNOWN,248634
03:16:58,19.59913,-6.20534,20,orange,simyo,0,STATE_IN_SERVICE,31.6,10.8,98.3,fused,TILTING,248637
03:16:59,39.2026,-8.85563,25,DTAC,DTAC,0,STATE_IN_SERVICE,50.7,11,136.1,gps,ON_BICYCLE,248653
03:17:00,9.54218,-26.83563,20,simyo,Tuenti,0,STATE_IN_SERVICE,146.5,9.5,37.5,fused,STILL,248660
03:17:01,4.64335,-20.25053,20,DTAC,RACC,0,STATE_IN_SERVICE,140.1,7.4,122.9,gps,UNKNOWN,248678
